Geneid	SRR222175	SRR222176	SRR222177	SRR222178
ENSG00000133083	18	1	63	22
ENSG00000005812	61	41	169	204
ENSG00000152193	8	9	28	61
ENSG00000136110	1	0	1	0
ENSG00000102780	40	43	110	183
ENSG00000126217	202	380	187	366
ENSG00000165480	9	32	33	286
ENSG00000083642	42	45	133	326
ENSG00000120685	105	227	267	755
ENSG00000132964	53	93	110	137
ENSG00000102606	154	264	387	476
ENSG00000102738	26	33	100	92
ENSG00000133121	93	112	132	163
ENSG00000151849	38	19	47	128
ENSG00000139835	71	113	161	179
ENSG00000186184	173	249	381	614
ENSG00000132963	346	190	484	691
ENSG00000065150	145	189	559	1230
ENSG00000123200	115	98	303	581
ENSG00000133112	6380	3081	10486	11721
ENSG00000125247	23	72	138	232
ENSG00000172766	18	29	47	101
ENSG00000198824	45	44	73	166
ENSG00000133119	11	29	47	155
ENSG00000005810	62	117	284	395
ENSG00000120699	35	34	100	168
ENSG00000165300	4	8	9	15
ENSG00000120686	82	116	249	398
ENSG00000102699	284	298	926	1570
ENSG00000139514	137	614	456	1132
ENSG00000102572	177	528	545	939
ENSG00000023516	41	56	184	367
ENSG00000121741	141	77	201	676
ENSG00000122026	290	122	611	841
ENSG00000120697	58	52	214	317
ENSG00000136122	1	9	33	72
ENSG00000180440	1	0	0	0
ENSG00000139687	41	46	174	333
ENSG00000139679	20	21	145	125
ENSG00000102763	27	36	187	265
ENSG00000102468	0	0	2	1
ENSG00000136147	119	68	239	187
ENSG00000120658	16	4	9	6
ENSG00000150401	32	52	46	72
ENSG00000102683	2	0	1	0
ENSG00000132970	3	21	12	3
ENSG00000180776	102	174	346	1113
ENSG00000102595	26	48	57	118
ENSG00000125246	6	1	110	72
ENSG00000139668	16	24	30	29
ENSG00000175664	0	3	0	0
ENSG00000139793	100	97	187	333
ENSG00000204977	39	21	160	192
ENSG00000136143	64	71	197	303
ENSG00000133106	164	155	493	218
ENSG00000152207	8	6	8	17
ENSG00000136114	2	13	15	19
ENSG00000185896	627	1179	2120	2833
ENSG00000127870	69	72	172	380
ENSG00000121390	46	90	167	292
ENSG00000187676	10	17	39	69
ENSG00000123178	55	49	111	139
ENSG00000198542	3	1	2	14
ENSG00000244754	216	75	277	390
ENSG00000102580	262	252	706	723
ENSG00000134874	23	22	38	34
ENSG00000165556	709	1139	1822	1710
ENSG00000126216	41	97	144	242
ENSG00000185989	58	112	128	97
ENSG00000136100	84	117	307	560
ENSG00000120662	22	15	30	56
ENSG00000102543	16	13	30	47
ENSG00000132938	7	3	1	2
ENSG00000139508	147	107	371	436
ENSG00000102452	7	0	3	0
ENSG00000136144	8	21	36	117
ENSG00000240654	3	0	4	4
ENSG00000139826	40	39	109	138
ENSG00000032742	35	29	63	121
ENSG00000133103	31	41	85	223
ENSG00000102753	52	76	191	423
ENSG00000125304	544	581	1748	2698
ENSG00000180660	4	0	5	0
ENSG00000136104	38	51	134	247
ENSG00000183087	430	874	973	580
ENSG00000184497	5	45	16	52
ENSG00000134884	152	99	234	341
ENSG00000139517	78	95	161	257
ENSG00000126226	56	99	138	302
ENSG00000120688	34	28	63	89
ENSG00000068650	14	398	96	470
ENSG00000133110	60	179	865	575
ENSG00000121743	0	2	0	0
ENSG00000132953	38	53	153	482
ENSG00000088451	13	25	33	102
ENSG00000187498	342	5099	809	2853
ENSG00000120694	108	147	313	865
ENSG00000174032	15	10	42	77
ENSG00000152749	14	24	60	115
ENSG00000132950	12	21	29	77
ENSG00000136111	32	61	157	257
ENSG00000165487	102	71	232	309
ENSG00000133114	28	30	63	209
ENSG00000150403	127	329	255	449
ENSG00000125266	189	322	305	280
ENSG00000120690	46	150	389	511
ENSG00000088448	363	359	376	607
ENSG00000139505	42	64	139	264
ENSG00000283361	0	0	0	0
ENSG00000175198	53	51	264	298
ENSG00000133107	17	6	13	9
ENSG00000213995	220	275	259	323
ENSG00000134901	1	19	15	26
ENSG00000136167	280	233	990	795
ENSG00000165474	122	99	311	453
ENSG00000152213	4	19	24	10
ENSG00000174405	32	28	65	70
ENSG00000083535	10	17	44	127
ENSG00000134899	4	0	3	11
ENSG00000083520	59	74	146	288
ENSG00000134900	71	70	273	457
ENSG00000136161	23	13	62	76
ENSG00000102796	25	30	38	28
ENSG00000198176	68	394	398	763
ENSG00000136158	179	235	250	247
ENSG00000130177	141	80	320	391
ENSG00000134905	153	314	300	426
ENSG00000127863	14	5	19	6
ENSG00000139684	138	86	520	700
ENSG00000133104	49	27	94	94
ENSG00000134882	164	357	360	603
ENSG00000165416	98	77	229	315
ENSG00000102781	18	8	31	42
ENSG00000150457	64	180	83	102
ENSG00000134897	18	9	53	69
ENSG00000150907	259	101	181	178
ENSG00000151773	2	7	19	32
ENSG00000120693	17	36	54	113
ENSG00000083544	53	33	109	159
ENSG00000179630	34	23	86	112
ENSG00000136098	64	31	123	233
ENSG00000172458	4	9	14	23
ENSG00000136152	93	106	239	450
ENSG00000136146	65	49	150	162
ENSG00000118939	25	13	28	32
ENSG00000152484	132	93	211	333
ENSG00000152767	67	246	233	587
ENSG00000136160	32	115	212	223
ENSG00000136155	9	9	20	27
ENSG00000102547	51	27	87	85
ENSG00000136169	36	16	63	92
ENSG00000183722	55	71	105	82
ENSG00000122033	123	68	203	240
ENSG00000169062	53	75	109	145
ENSG00000197168	4	1	5	5
ENSG00000122035	152	575	334	203
ENSG00000121742	0	1	0	0
ENSG00000125257	36	111	114	260
ENSG00000102802	35	39	28	15
ENSG00000188243	224	93	250	347
ENSG00000102710	11	38	103	174
ENSG00000027001	33	70	132	182
ENSG00000139746	108	79	253	344
ENSG00000189403	169	210	546	1003
ENSG00000139597	12	7	61	46
ENSG00000136156	1239	1643	3436	3064
ENSG00000102531	54	125	289	576
ENSG00000196199	109	105	288	486
ENSG00000139496	35	93	133	361
ENSG00000257356	0	0	0	0
ENSG00000211825	0	0	0	0
ENSG00000211821	0	0	0	1
ENSG00000249446	0	0	0	0
ENSG00000257171	0	0	0	0
ENSG00000223997	0	0	0	0
ENSG00000211836	0	0	0	0
ENSG00000211840	0	0	4	0
ENSG00000211828	0	0	0	0
ENSG00000228985	0	0	0	0
ENSG00000211841	0	0	2	2
ENSG00000211832	0	0	0	0
ENSG00000256221	0	0	0	0
ENSG00000211831	0	0	0	0
ENSG00000211829	1	0	17	10
ENSG00000211833	0	0	0	0
ENSG00000211826	0	0	0	0
ENSG00000211842	0	0	0	0
ENSG00000211827	0	0	0	0
ENSG00000211835	0	0	0	0
ENSG00000259086	0	0	0	2
ENSG00000258894	0	0	0	0
ENSG00000237235	0	0	0	0
ENSG00000211837	0	0	0	0
ENSG00000258828	3	2	3	2
ENSG00000211844	0	0	0	0
ENSG00000259157	0	0	0	0
ENSG00000258401	0	1	0	1
ENSG00000211838	0	0	0	0
ENSG00000250688	0	0	0	0
ENSG00000258619	0	0	0	0
ENSG00000258381	0	0	0	0
ENSG00000258901	0	0	0	0
ENSG00000288100	0	2	3	0
ENSG00000257472	2	0	0	0
ENSG00000271424	2	0	0	1
ENSG00000258850	0	0	0	0
ENSG00000256590	0	0	0	1
ENSG00000259042	0	0	0	0
ENSG00000258387	0	0	0	0
ENSG00000258969	0	0	0	0
ENSG00000258948	0	0	0	0
ENSG00000258868	0	0	0	0
ENSG00000248366	0	0	0	0
ENSG00000257179	0	0	2	1
ENSG00000223593	0	0	0	0
ENSG00000258782	0	0	0	0
ENSG00000226132	2	0	2	2
ENSG00000285608	0	0	1	0
ENSG00000258563	0	0	0	0
ENSG00000258996	0	0	0	0
ENSG00000271468	0	0	0	0
ENSG00000211834	0	0	0	0
ENSG00000258445	1	0	0	4
ENSG00000259169	0	0	0	3
ENSG00000213598	35	31	58	87
ENSG00000258943	0	0	0	1
ENSG00000231922	0	0	0	0
ENSG00000241354	0	0	0	0
ENSG00000259111	0	0	0	0
ENSG00000258638	0	0	0	0
ENSG00000287481	0	0	0	0
ENSG00000258505	0	0	0	0
ENSG00000244756	0	1	1	0
ENSG00000286730	0	0	0	0
ENSG00000224004	1	1	1	13
ENSG00000258980	0	0	0	0
ENSG00000258535	1	0	0	0
ENSG00000242135	0	0	0	0
ENSG00000184302	0	0	0	0
ENSG00000258796	0	0	0	0
ENSG00000259047	0	0	0	0
ENSG00000100625	0	7	2	3
ENSG00000258692	1	0	0	0
ENSG00000151838	0	0	1	1
ENSG00000258896	0	0	0	1
ENSG00000100731	70	167	198	296
ENSG00000179600	0	0	0	0
ENSG00000258877	0	0	0	0
ENSG00000258734	1	4	0	2
ENSG00000258952	0	0	0	0
ENSG00000267909	0	0	0	0
ENSG00000258760	1	0	0	1
ENSG00000140015	3	0	0	0
ENSG00000258490	0	0	0	0
ENSG00000258995	0	0	0	0
ENSG00000258764	0	0	0	0
ENSG00000258685	0	0	0	0
ENSG00000277651	0	0	0	0
ENSG00000258930	0	0	0	0
ENSG00000258571	0	0	0	2
ENSG00000258769	4	1	4	4
ENSG00000258427	0	2	2	0
ENSG00000258406	0	0	0	0
ENSG00000279423	0	0	0	0
ENSG00000258629	2	0	1	4
ENSG00000259124	1	0	0	0
ENSG00000237450	0	0	0	0
ENSG00000244237	0	0	0	0
ENSG00000259055	0	0	0	0
ENSG00000269945	3	0	1	0
ENSG00000270000	0	0	0	1
ENSG00000273797	0	0	0	0
ENSG00000165389	191	215	475	446
ENSG00000258639	0	0	0	0
ENSG00000259008	0	0	0	0
ENSG00000259079	1	2	1	1
ENSG00000260046	0	0	0	0
ENSG00000258836	0	0	0	0
ENSG00000258966	0	0	0	0
ENSG00000259051	0	2	7	2
ENSG00000241891	0	0	0	0
ENSG00000224861	3	19	18	30
ENSG00000285633	0	0	0	0
ENSG00000258935	0	0	0	0
ENSG00000180662	0	0	0	0
ENSG00000151812	0	0	0	0
ENSG00000258580	0	0	0	0
ENSG00000258622	0	0	0	0
ENSG00000258960	1	0	0	0
ENSG00000285612	0	0	0	0
ENSG00000242571	1	0	3	5
ENSG00000259005	0	0	0	0
ENSG00000258849	0	0	0	0
ENSG00000258746	0	0	0	0
ENSG00000258845	0	0	0	0
ENSG00000258501	1	5	21	19
ENSG00000257900	0	0	0	0
ENSG00000259100	1	1	2	1
ENSG00000258549	0	0	0	0
ENSG00000211839	0	0	0	0
ENSG00000258928	0	0	0	0
ENSG00000279521	0	0	0	0
ENSG00000258536	0	0	0	0
ENSG00000286464	0	0	0	0
ENSG00000259151	0	1	0	1
ENSG00000258558	0	1	0	0
ENSG00000240463	4	6	3	5
ENSG00000230997	0	0	0	0
ENSG00000259032	13	32	37	42
ENSG00000243023	0	0	0	4
ENSG00000257503	0	0	0	0
ENSG00000176435	17	103	75	87
ENSG00000182732	6	5	9	1
ENSG00000259045	9	3	11	14
ENSG00000258791	14	5	3	1
ENSG00000259012	0	0	0	0
ENSG00000258841	0	0	0	0
ENSG00000259969	3	1	3	0
ENSG00000258934	0	0	0	0
ENSG00000259007	0	0	0	0
ENSG00000277801	0	0	0	0
ENSG00000213315	20	19	72	108
ENSG00000258920	3	1	9	15
ENSG00000287990	0	0	0	0
ENSG00000258762	0	0	0	0
ENSG00000258275	0	0	0	0
ENSG00000258749	0	0	0	0
ENSG00000258506	0	0	0	0
ENSG00000258608	3	3	3	13
ENSG00000258519	0	0	0	0
ENSG00000258394	0	0	0	0
ENSG00000258424	0	0	1	1
ENSG00000205476	73	307	208	168
ENSG00000258380	0	0	0	0
ENSG00000286582	0	0	0	0
ENSG00000257976	1	0	0	0
ENSG00000258923	0	0	0	0
ENSG00000260810	0	0	0	0
ENSG00000259050	3	0	0	0
ENSG00000259039	1	0	0	0
ENSG00000271712	0	0	0	0
ENSG00000287437	0	0	0	1
ENSG00000259053	0	0	0	0
ENSG00000240051	0	0	0	0
ENSG00000283948	0	0	0	0
ENSG00000211949	29	425	1834	714
ENSG00000254045	0	0	0	0
ENSG00000258446	0	0	0	0
ENSG00000211956	1	117	266	99
ENSG00000254174	0	0	13	1
ENSG00000253491	0	0	0	0
ENSG00000253458	0	0	0	0
ENSG00000259789	0	0	0	0
ENSG00000253755	6	81	54	49
ENSG00000211958	0	0	9	2
ENSG00000253957	0	2	5	2
ENSG00000258379	0	0	0	0
ENSG00000253359	0	0	0	0
ENSG00000211952	0	54	58	28
ENSG00000253325	0	0	0	0
ENSG00000254215	0	0	0	0
ENSG00000211947	7	180	721	205
ENSG00000253482	0	0	0	0
ENSG00000282639	7	72	221	27
ENSG00000283607	0	0	0	0
ENSG00000254046	0	0	1	0
ENSG00000259059	1	0	0	0
ENSG00000211957	3	11	2	1
ENSG00000211943	10	237	790	235
ENSG00000213140	0	0	0	0
ENSG00000254326	0	0	0	0
ENSG00000253240	0	0	0	0
ENSG00000253441	0	0	0	0
ENSG00000140104	26	95	43	45
ENSG00000253709	0	0	0	0
ENSG00000258437	0	0	0	0
ENSG00000211946	5	48	272	34
ENSG00000253440	0	0	0	0
ENSG00000258544	0	0	0	0
ENSG00000185567	94	128	99	61
ENSG00000253367	0	0	0	0
ENSG00000211950	0	0	0	0
ENSG00000211955	2	79	462	106
ENSG00000253989	0	0	0	0
ENSG00000258385	0	0	0	0
ENSG00000270550	6	142	299	132
ENSG00000258716	0	0	0	0
ENSG00000258699	0	0	0	0
ENSG00000258423	0	0	0	0
ENSG00000273894	2	0	0	0
ENSG00000282651	1	38	390	84
ENSG00000258869	0	0	0	1
ENSG00000254289	0	0	0	0
ENSG00000254203	0	0	0	0
ENSG00000211951	1	54	118	30
ENSG00000279972	0	0	0	0
ENSG00000253412	0	0	0	0
ENSG00000211945	4	91	1204	368
ENSG00000238275	0	0	0	0
ENSG00000253883	0	0	4	1
ENSG00000231475	1	9	41	9
ENSG00000165496	14	3	9	8
ENSG00000276210	0	0	0	0
ENSG00000270474	0	0	0	0
ENSG00000259073	0	0	0	1
ENSG00000211942	0	13	80	14
ENSG00000271201	0	13	0	0
ENSG00000253587	0	0	0	0
ENSG00000253345	1	0	0	0
ENSG00000253462	0	0	0	0
ENSG00000211944	0	1	0	1
ENSG00000285518	0	1	0	0
ENSG00000211941	7	108	633	165
ENSG00000253149	0	0	0	0
ENSG00000211843	0	0	0	0
ENSG00000283274	0	0	0	0
ENSG00000206906	0	0	0	0
ENSG00000206596	0	0	0	0
ENSG00000278746	1	0	0	0
ENSG00000202337	0	0	0	0
ENSG00000212270	0	0	0	0
ENSG00000251858	0	0	0	0
ENSG00000264657	0	0	0	0
ENSG00000253003	0	0	0	0
ENSG00000251756	0	0	0	0
ENSG00000201654	0	0	0	0
ENSG00000207004	0	0	0	0
ENSG00000275978	1	0	0	0
ENSG00000266431	0	0	0	0
ENSG00000201376	0	0	0	0
ENSG00000201820	0	0	0	0
ENSG00000266740	0	0	0	0
ENSG00000243700	0	0	0	0
ENSG00000252837	0	0	0	0
ENSG00000263629	0	0	0	0
ENSG00000207444	0	0	0	0
ENSG00000242330	0	0	0	0
ENSG00000206588	0	0	0	0
ENSG00000199739	0	0	0	0
ENSG00000276782	0	0	0	0
ENSG00000200860	0	0	0	0
ENSG00000201351	0	0	0	0
ENSG00000207781	0	0	0	0
ENSG00000251895	0	0	0	0
ENSG00000238561	0	0	0	0
ENSG00000283944	0	0	0	0
ENSG00000252644	0	0	0	0
ENSG00000221102	0	0	0	0
ENSG00000201027	0	0	0	0
ENSG00000252655	0	0	0	0
ENSG00000200312	0	0	0	0
ENSG00000200298	0	0	0	0
ENSG00000241757	0	0	0	0
ENSG00000222276	1	0	0	0
ENSG00000272439	0	0	0	0
ENSG00000211845	0	0	0	0
ENSG00000211846	0	0	0	0
ENSG00000211847	0	0	0	0
ENSG00000211848	0	0	0	0
ENSG00000211849	0	0	0	0
ENSG00000211850	0	0	0	0
ENSG00000278661	0	0	0	0
ENSG00000276699	0	0	0	0
ENSG00000211854	0	0	0	0
ENSG00000211855	0	0	0	0
ENSG00000211856	0	0	0	0
ENSG00000211857	0	0	0	0
ENSG00000211858	1	0	1	0
ENSG00000211859	0	0	0	0
ENSG00000211860	0	0	0	0
ENSG00000211861	0	0	0	0
ENSG00000211862	0	0	0	1
ENSG00000211863	0	0	0	0
ENSG00000211864	0	0	0	0
ENSG00000211865	0	0	0	0
ENSG00000211866	0	0	1	0
ENSG00000211867	0	0	0	0
ENSG00000211868	0	0	0	0
ENSG00000211869	0	0	0	0
ENSG00000211870	0	0	0	0
ENSG00000211871	0	0	0	0
ENSG00000211872	0	0	0	0
ENSG00000211873	0	0	0	0
ENSG00000211875	0	0	0	0
ENSG00000211876	0	0	0	0
ENSG00000211877	0	0	0	0
ENSG00000211878	0	0	0	0
ENSG00000211879	0	0	0	0
ENSG00000211880	1	0	0	0
ENSG00000211881	0	0	0	0
ENSG00000211882	0	0	0	0
ENSG00000211883	0	0	1	1
ENSG00000211884	0	0	2	0
ENSG00000211885	0	0	0	0
ENSG00000211886	0	0	0	0
ENSG00000211887	0	0	0	0
ENSG00000211888	0	0	0	0
ENSG00000277734	56	65	320	231
ENSG00000275552	1	0	0	0
ENSG00000242061	0	0	0	0
ENSG00000235213	0	0	0	0
ENSG00000258823	0	0	0	0
ENSG00000212302	0	0	0	0
ENSG00000199716	0	0	0	0
ENSG00000259132	0	0	0	0
ENSG00000280129	0	0	0	1
ENSG00000279656	3	3	1	4
ENSG00000222028	0	0	0	0
ENSG00000240131	0	0	0	0
ENSG00000259018	0	0	0	0
ENSG00000258444	0	0	0	0
ENSG00000273618	0	0	0	1
ENSG00000259431	6	28	25	24
ENSG00000259043	0	0	0	0
ENSG00000270618	0	0	0	0
ENSG00000222931	0	0	0	0
ENSG00000258887	0	0	0	0
ENSG00000285727	0	0	0	0
ENSG00000259334	0	0	0	0
ENSG00000211851	0	0	0	0
ENSG00000212335	0	1	0	0
ENSG00000100721	4	5	30	8
ENSG00000271358	0	0	0	0
ENSG00000258499	0	0	3	0
ENSG00000258595	0	0	0	0
ENSG00000259066	0	1	0	0
ENSG00000240096	0	2	3	3
ENSG00000241499	0	0	0	0
ENSG00000258668	0	0	0	0
ENSG00000239272	2	0	0	2
ENSG00000258917	0	0	0	1
ENSG00000199440	0	0	0	0
ENSG00000258795	1	0	0	0
ENSG00000176605	0	0	0	0
ENSG00000237342	0	0	0	0
ENSG00000278990	0	0	0	0
ENSG00000259119	1	0	0	1
ENSG00000259113	0	0	0	1
ENSG00000201573	0	0	0	0
ENSG00000273675	0	0	1	0
ENSG00000258577	0	0	0	0
ENSG00000243103	1	0	0	1
ENSG00000269906	1	0	1	2
ENSG00000258491	0	0	0	0
ENSG00000270062	0	2	2	2
ENSG00000285747	0	0	0	0
ENSG00000252945	0	0	0	0
ENSG00000258687	0	0	0	0
ENSG00000258745	0	0	0	0
ENSG00000258587	0	0	0	0
ENSG00000258646	0	1	1	0
ENSG00000279594	0	0	2	0
ENSG00000206924	0	0	0	0
ENSG00000258978	0	0	0	0
ENSG00000252013	0	0	0	0
ENSG00000273259	0	0	0	1
ENSG00000288028	0	0	2	0
ENSG00000259140	0	0	0	0
ENSG00000239269	2	0	5	13
ENSG00000285205	0	0	0	0
ENSG00000240914	4	4	9	20
ENSG00000274379	0	0	0	0
ENSG00000258805	0	0	0	0
ENSG00000258753	0	0	0	0
ENSG00000252019	0	0	0	0
ENSG00000265432	0	0	0	0
ENSG00000258872	0	0	0	0
ENSG00000233924	2	0	0	0
ENSG00000258899	0	0	0	0
ENSG00000176246	0	0	0	0
ENSG00000252999	0	0	0	0
ENSG00000258641	0	0	0	0
ENSG00000259074	0	0	0	0
ENSG00000259095	0	0	0	0
ENSG00000258468	0	0	0	0
ENSG00000284742	0	0	0	0
ENSG00000176219	0	0	0	0
ENSG00000258806	0	0	0	0
ENSG00000258768	3	1	7	3
ENSG00000287735	0	0	3	1
ENSG00000222489	0	0	0	0
ENSG00000238344	0	0	0	0
ENSG00000277209	0	0	0	0
ENSG00000254846	0	0	0	0
ENSG00000200225	0	0	0	0
ENSG00000185271	0	1	2	4
ENSG00000258515	0	0	0	3
ENSG00000258908	0	0	0	0
ENSG00000258456	0	0	0	0
ENSG00000258863	0	0	0	0
ENSG00000259060	0	0	0	0
ENSG00000258573	0	0	0	0
ENSG00000239327	0	0	0	0
ENSG00000181803	0	0	1	0
ENSG00000199461	0	1	0	0
ENSG00000259171	0	0	0	0
ENSG00000259144	0	2	2	4
ENSG00000258963	0	0	0	0
ENSG00000181562	0	0	0	0
ENSG00000181552	0	0	0	0
ENSG00000169385	0	2	1	4
ENSG00000243817	0	0	0	0
ENSG00000165794	4	3	6	19
ENSG00000284122	0	0	0	0
ENSG00000179636	1	0	0	0
ENSG00000258604	1	0	0	2
ENSG00000206150	0	0	0	0
ENSG00000165799	1	0	0	4
ENSG00000173431	0	0	0	0
ENSG00000258722	0	0	0	0
ENSG00000200102	0	0	0	0
ENSG00000169327	0	0	0	0
ENSG00000259102	2	0	0	0
ENSG00000258906	0	0	0	0
ENSG00000258441	22	14	43	22
ENSG00000199436	0	0	0	0
ENSG00000259428	0	0	0	0
ENSG00000243904	5	1	1	4
ENSG00000244691	5	12	9	14
ENSG00000252469	0	0	0	0
ENSG00000256500	0	0	0	0
ENSG00000201184	0	0	0	0
ENSG00000246451	3	10	1	2
ENSG00000270108	0	0	0	2
ENSG00000269940	1	0	3	0
ENSG00000269958	25	45	36	14
ENSG00000253096	0	0	0	0
ENSG00000202275	0	0	1	0
ENSG00000257662	0	0	0	0
ENSG00000258282	0	0	0	1
ENSG00000258065	0	0	0	0
ENSG00000207164	0	0	0	0
ENSG00000242488	2	0	0	0
ENSG00000258876	0	0	0	0
ENSG00000258578	0	0	0	0
ENSG00000213176	0	0	0	0
ENSG00000259535	0	0	0	0
ENSG00000259525	1	0	0	1
ENSG00000270705	0	0	0	0
ENSG00000242837	0	0	0	0
ENSG00000240624	0	0	1	0
ENSG00000272533	0	0	0	0
ENSG00000264607	0	0	0	0
ENSG00000259143	0	0	0	0
ENSG00000258615	0	0	0	0
ENSG00000287111	0	0	0	0
ENSG00000213159	0	0	0	0
ENSG00000258986	13	1	7	124
ENSG00000259037	0	0	0	0
ENSG00000260792	1	1	4	1
ENSG00000265291	0	0	0	0
ENSG00000258858	0	0	0	0
ENSG00000258430	0	0	0	0
ENSG00000258983	0	0	0	1
ENSG00000222990	0	0	0	0
ENSG00000258789	0	2	0	1
ENSG00000278576	0	0	1	0
ENSG00000274492	1	0	0	0
ENSG00000200653	0	0	0	0
ENSG00000207342	0	0	0	0
ENSG00000258990	0	0	0	0
ENSG00000205767	0	0	0	0
ENSG00000270878	0	1	1	2
ENSG00000258800	0	0	0	0
ENSG00000258645	1	5	9	18
ENSG00000202490	0	0	0	0
ENSG00000206822	0	0	0	0
ENSG00000207172	1	0	0	0
ENSG00000200693	0	0	0	0
ENSG00000258778	0	1	0	1
ENSG00000252749	0	0	0	0
ENSG00000258411	0	0	0	1
ENSG00000270912	0	0	0	0
ENSG00000202182	0	0	0	0
ENSG00000221537	0	0	0	0
ENSG00000284664	0	0	0	0
ENSG00000271511	0	0	0	0
ENSG00000266461	0	0	0	0
ENSG00000275161	0	0	0	0
ENSG00000274884	0	0	0	0
ENSG00000276919	0	0	0	0
ENSG00000211574	0	0	0	0
ENSG00000207989	0	0	0	0
ENSG00000199151	0	0	0	0
ENSG00000283159	0	0	0	0
ENSG00000208001	0	0	0	0
ENSG00000207569	0	0	0	0
ENSG00000207608	0	0	0	0
ENSG00000272458	0	0	0	0
ENSG00000207942	0	0	0	0
ENSG00000276225	0	0	0	0
ENSG00000275662	0	0	0	0
ENSG00000275134	0	0	0	0
ENSG00000199005	0	0	0	0
ENSG00000202191	0	0	0	0
ENSG00000212384	0	0	0	0
ENSG00000201700	0	0	0	0
ENSG00000201672	0	0	0	0
ENSG00000272474	0	0	0	0
ENSG00000200215	0	0	0	0
ENSG00000200632	0	0	0	0
ENSG00000200367	0	0	0	0
ENSG00000201950	0	0	0	0
ENSG00000199575	0	0	0	0
ENSG00000200823	0	0	0	0
ENSG00000201839	0	0	0	0
ENSG00000200832	0	0	0	0
ENSG00000199798	0	0	0	0
ENSG00000200150	0	0	0	0
ENSG00000201263	0	0	0	0
ENSG00000199390	0	0	0	0
ENSG00000201240	0	0	0	0
ENSG00000200279	0	0	0	0
ENSG00000200608	0	0	0	0
ENSG00000202270	0	0	0	0
ENSG00000201247	0	0	0	0
ENSG00000199593	0	0	0	0
ENSG00000201557	0	0	0	0
ENSG00000199914	0	0	0	0
ENSG00000201569	0	0	0	0
ENSG00000202142	0	0	0	0
ENSG00000199942	0	0	0	0
ENSG00000201500	0	0	0	0
ENSG00000201036	0	0	0	0
ENSG00000201710	0	0	0	0
ENSG00000202048	0	0	0	0
ENSG00000272344	0	0	0	0
ENSG00000202293	0	0	0	0
ENSG00000200406	0	0	0	0
ENSG00000201899	0	0	0	0
ENSG00000200612	0	0	0	0
ENSG00000200413	0	0	0	0
ENSG00000200636	0	0	0	0
ENSG00000200480	0	0	0	0
ENSG00000201689	0	0	0	0
ENSG00000201318	0	0	0	0
ENSG00000200089	0	0	0	0
ENSG00000222095	0	0	0	0
ENSG00000222185	0	0	0	0
ENSG00000199088	0	0	0	0
ENSG00000199109	0	0	0	0
ENSG00000207749	0	0	0	0
ENSG00000198982	0	0	0	0
ENSG00000221745	0	0	0	0
ENSG00000199069	0	0	0	0
ENSG00000211582	0	0	0	0
ENSG00000207761	0	0	0	0
ENSG00000207762	0	0	0	0
ENSG00000194717	0	0	0	0
ENSG00000221036	0	0	0	0
ENSG00000212040	0	0	0	0
ENSG00000207743	0	0	0	0
ENSG00000283279	0	0	0	0
ENSG00000283561	0	0	0	0
ENSG00000207934	0	0	0	0
ENSG00000283556	0	0	0	0
ENSG00000283588	0	0	0	0
ENSG00000215957	0	0	0	0
ENSG00000221525	0	0	0	0
ENSG00000221614	0	0	0	0
ENSG00000199020	0	0	0	0
ENSG00000207754	0	0	0	0
ENSG00000202560	0	0	0	0
ENSG00000216099	0	0	0	0
ENSG00000207587	0	0	0	0
ENSG00000207646	0	0	0	0
ENSG00000207742	0	0	0	0
ENSG00000283170	0	0	0	0
ENSG00000207993	0	0	0	0
ENSG00000276352	0	0	0	0
ENSG00000208027	0	0	0	0
ENSG00000208004	0	0	0	0
ENSG00000207978	0	0	0	0
ENSG00000207961	0	0	0	0
ENSG00000199015	0	0	0	0
ENSG00000216179	0	0	0	0
ENSG00000199107	0	0	0	0
ENSG00000199012	0	0	0	0
ENSG00000199025	0	0	0	0
ENSG00000199092	0	0	0	0
ENSG00000207959	0	0	0	0
ENSG00000277754	0	0	0	0
ENSG00000288252	0	0	0	0
ENSG00000288245	0	0	0	0
ENSG00000258681	0	0	0	0
ENSG00000287515	0	0	0	0
ENSG00000278301	0	0	0	0
ENSG00000187537	1	1	0	0
ENSG00000212516	0	0	0	0
ENSG00000274649	0	0	0	0
ENSG00000257432	0	0	0	0
ENSG00000273558	0	0	0	0
ENSG00000258324	0	0	0	0
ENSG00000257751	0	0	0	0
ENSG00000257846	0	1	3	0
ENSG00000257884	0	0	0	0
ENSG00000258080	0	0	0	0
ENSG00000176294	0	0	0	0
ENSG00000258438	0	0	0	0
ENSG00000176312	0	0	0	0
ENSG00000258564	0	0	0	0
ENSG00000228304	0	0	0	0
ENSG00000258541	0	0	0	0
ENSG00000259016	0	0	0	0
ENSG00000285467	0	0	0	0
ENSG00000259371	0	0	0	0
ENSG00000259321	3	0	0	0
ENSG00000283856	0	0	0	0
ENSG00000259529	0	2	1	0
ENSG00000199804	0	0	0	0
ENSG00000259522	0	0	0	0
ENSG00000287765	0	0	0	0
ENSG00000254692	0	0	0	0
ENSG00000276698	2	0	4	3
ENSG00000139908	2	1	8	12
ENSG00000260669	0	13	5	2
ENSG00000255526	0	0	0	0
ENSG00000196943	40	174	184	246
ENSG00000213906	0	1	0	0
ENSG00000258973	0	0	0	0
